cm,type,field,text_id,target_tokens,target_tags,sentence,context,det,specialized_lang,det_sum,selection_features
M03,Parties du même genre,medicine,text_id m00168,"['agrupados', 'en', 'el', 'extremo', 'N', 'terminal', 'de', 'los', 'factores', 'II', 'y', 'Xa']","['VC--PM', 'P', 'AMS', 'N5-MS', 'N5-FS', 'JQ--6S', 'P', 'AMP', 'N5-MP', 'X', 'C', 'W']",agrupados en el extremo N terminal de los factores II y Xa,a_menos_que los diez u once residuos de ácido glutámico ( glu )agrupados en el extremo N terminal de los factores II y Xahayan sido carboxilados ( fig. 16.4 ) . La vitamina K en,"['AMS', 'AMP']",TRUE,def,M03_medicine_def
M03,Parties du même genre,medicine,text_id m00110,"['une', 'en', 'la', 'línea', 'media', 'en', 'la', 'cavidad', 'pélvica', 'con', 'el']","['VDR3S-', 'P', 'AFS', 'N5-FS', 'JQ--FS', 'P', 'AFS', 'N5-FS', 'JQ--FS', 'P', 'AMS']",une en la línea media en la cavidad pélvica con el,"el cordón urogenital se dirige poco a poco hacia adentro y seune en la línea media en la cavidad pélvica con elde el lado opuesto . Los conductos de Müller , que ocupan","['AFS', 'AFS', 'AMS']",TRUE,def,M03_medicine_def
M03,Parties du même genre,medicine,text_id m00187,"['unen', 'en', 'la', 'línea', 'media', 'para', 'formar', 'el', 'tubo', 'neural', 'central', 'y']","['VDR3P-', 'P', 'AFS', 'N5-FS', 'JQ--FS', 'P', 'VI----', 'AMS', 'N5-MS', 'JQ--6S', 'JQ--6S', 'C']",unen en la línea media para formar el tubo neural central y,"rodeada de pliegues prominentes . Estos pliegues neurales se elevan y seunen en la línea media para formar el tubo neural central yotras poblaciones neurales , que no participan en la fusión , como","['AFS', 'AMS']",TRUE,def,M03_medicine_def
M03,Parties du même genre,medicine,text_id m00187,"['unen', 'en', 'la', 'vecindad', 'de', 'el', 'intestino', 'anterior', 'en', 'desarrollo']","['VDR3P-', 'P', 'AFS', 'N5-FS', 'P', 'AMS', 'N5-MS', 'JQ--6S', 'P', 'N5-MS']",unen en la vecindad de el intestino anterior en desarrollo,"que rodea pequeñas cavidades . Los espacios revestidos por este endocardio seunen en la vecindad de el intestino anterior en desarrolloy establecen estructuras tubulares huecas bilaterales . En el estadio 9 ,","['AFS', 'AMS']",TRUE,def,M03_medicine_def
M03,Parties du même genre,medicine,text_id m00187,"['unen', 'en', 'la', 'parte', 'posterior', 'de', 'una', 'forma', 'compleja']","['VDR3P-', 'P', 'AFS', 'N5-6S', 'JQ--6S', 'P', 'E6--FS', 'N5-FS', 'JQ--FS']",unen en la parte posterior de una forma compleja,a el perfil superficial de el núcleo pulposo . Las láminas seunen en la parte posterior de una forma compleja; las fibras de el resto de cada lámina son paralelas y,"['AFS', 'E6--FS']",TRUE,mix,M03_medicine_mix
M03,Parties du même genre,medicine,text_id m00187,"['unen', 'en', 'la', 'línea', 'media', 'para', 'crear', 'una', 'serie', 'de', 'diminutas', 'vías']","['VDR3P-', 'P', 'AFS', 'N5-FS', 'JQ--FS', 'P', 'VI----', 'E6--FS', 'N5-FS', 'P', 'JQ--FP', 'N5-FP']",unen en la línea media para crear una serie de diminutas vías,"manera de puentes que salvan dichas hendiduras , cuyos extremos externos seunen en la línea media para crear una serie de diminutas víasentre una célula y la siguiente . Aunque a_menudo son muy escasos","['AFS', 'E6--FS']",TRUE,mix,M03_medicine_mix
M03,Parties du même genre,medicine,text_id m00188,"['unen', 'en', 'la', 'línea', 'media', 'para', 'formar', 'una', 'vaina', 'fibrosa', 'para', 'los']","['VDR3P-', 'P', 'AFS', 'N5-FS', 'JQ--FS', 'P', 'VI----', 'E6--FS', 'N5-6S', 'JQ--FS', 'P', 'AMP']",unen en la línea media para formar una vaina fibrosa para los,"está compuesta por 3 músculos aplanados con forma de lámina . Seunen en la línea media para formar una vaina fibrosa para losmúsculos abdominales que siguen una dirección vertical , a cada lado de","['AFS', 'E6--FS', 'AMP']",TRUE,mix,M03_medicine_mix
M03,Parties du même genre,linguistics,text_id l00117,"['une', 'en', 'el', 'seno', 'de', 'la', 'merología', 'y']","['VDR3S-', 'P', 'AMS', 'N5-MS', 'P', 'AFS', 'N5-FS', 'C']",une en el seno de la merología y,"la medicina , a_pesar_de la condición periférica de la relación que lasune en el seno de la merología y, en consecuencia , de la meronimia . La ventaja de la","['AMS', 'AFS']",TRUE,def,M03_linguistics_def
M03,Parties du même genre,law,text_id d00151,"['agruparán', 'en', 'el', 'balance', 'de', 'el', 'Banco']","['VDU3P-', 'P', 'AMS', 'N5-MS', 'P', 'AMS', 'N4666']",agruparán en el balance de el Banco,"autónomos , a_través_de sus cuentas corrientes en el Banco_de_España , que seagruparán en el balance de el Banco, en una rúbrica general de « Organismos autónomos de la Administración_del_Estado","['AMS', 'AMS']",TRUE,def,M03_law_def
M03,Parties du même genre,computer_science,text_id i00090,"['Reúnen', 'en', 'una', 'cajita', 'o', 'paquete', 'todos', 'los', 'documentos', 'necesarios', 'para', 'una']","['VDR3P-', 'P', 'E6--FS', 'N5-66', 'C', 'N5-6S', 'EN--MP', 'AMP', 'N5-MP', 'JQ--MP', 'P', 'E6--FS']",Reúnen en una cajita o paquete todos los documentos necesarios para una,"multimedia son muy populares , particularmente para la enseñanza de idiomas .Reúnen en una cajita o paquete todos los documentos necesarios para unaactividad de formación : hojas , opúsculos , manuales , diapositivas ,","['E6--FS', 'AMP', 'E6--FS']",TRUE,mix,M03_computer_science_mix
M03,Parties du même genre,general,text_id g20022,"['reúnen', 'en', 'el', 'portal', 'y', 'negocian', 'una', 'reducción', 'de', 'desechos']","['VDR3P-', 'P', 'AMS', 'N5-MS', 'C', 'VDR3P-', 'E6--FS', 'N5-FS', 'P', 'N5-MP']",reúnen en el portal y negocian una reducción de desechos,"en sus domicilios respectivos varias toneladas de basura . Un día sereúnen en el portal y negocian una reducción de desechos. ' Si tú te desprendes de dos_mil quilos de mierda ,","['AMS', 'E6--FS']",FALSE,mix,M03_general_mix
M03,Parties du même genre,environment,text_id a00296,"['reúnen', 'en', 'los', 'ríos', 'secundarios', 'o', 'en', 'el', 'río', 'principal']","['VDR3P-', 'P', 'AMP', 'N5-MP', 'JQ--MP', 'C', 'P', 'AMS', 'N5-MS', 'JQ--6S']",reúnen en los ríos secundarios o en el río principal,"cabecera . Las aguas , procedentes de los valles confluentes , sereúnen en los ríos secundarios o en el río principal, constituyendo la red hidrográfica , la cual se define como el","['AMP', 'AMS']",TRUE,def,M03_environment_def
M05,Parties du même genre,general,text_id g20841,"['la', 'gente', 'agrupada', 'en', 'la', 'calle']","['AFS', 'N5-FS', 'VC--SF', 'P', 'AFS', 'N5-FS']",la gente agrupada en la calle,"meses , algún vecino llegó a tirar agua de un cubo sobrela gente agrupada en la calle. Y alguien desde la calle llegó a tirar piedras contra el","['AFS', 'AFS']",FALSE,def,M05_general_def
M05,Parties du même genre,general,text_id g20258,"['Los', 'resultados', 'de', 'las', 'empresas', 'agrupadas', 'en', 'el', 'índice', 'SP500', 'registraron', 'el']","['AMP', 'N5-MP', 'P', 'AFP', 'N5-FP', 'VC--PF', 'P', 'AMS', 'N5-MS', 'N4666', 'VDP3P-', 'AMS']",Los resultados de las empresas agrupadas en el índice SP500 registraron el,"que , a su vez , ha mejorado la psicología empresarial .Los resultados de las empresas agrupadas en el índice SP500 registraron elaumento más fuerte desde el segundo trimestre de el 2000 , antes","['AMP', 'AFP', 'AMS', 'AMS']",FALSE,def,M05_general_def
M05,Parties du même genre,general,text_id g00580,"['los', 'directivos', 'de', 'los', 'agrupados', 'en', 'el', 'G-14']","['AMP', 'N5-MP', 'P', 'AMP', 'VC--PM', 'P', 'AMS', 'N4666']",los directivos de los agrupados en el G-14,"ITV_Digital fue uno de los asuntos que , irremediablemente , trataron ayerlos directivos de los agrupados en el G-14, los más importantes , con la Comisión_Europea . La imperiosa necesidad","['AMP', 'AMP', 'AMS']",FALSE,def,M05_general_def
M05,Parties du même genre,general,text_id g21028,"['la', 'mayoría', 'de', 'los', 'agrupados', 'en', 'la', 'Red_Europea']","['AFS', 'N5-FS', 'P', 'AMP', 'VC--PM', 'P', 'AFS', 'N4666']",la mayoría de los agrupados en la Red_Europea,tener en cuenta que es importante tener el carné de alberguista parala mayoría de los agrupados en la Red_Europea. La moda de el Inspector_Gadget EUGENIA DE LA TORRIENTE Imagínese que,"['AFS', 'AMP', 'AFS']",FALSE,def,M05_general_def
M05,Parties du même genre,law,text_id d00111,"['las', 'partidas', 'agrupadas', 'en', 'la', 'columna', '1']","['AFP', 'N5-FP', 'VC--PF', 'P', 'AFS', 'N5-FS', 'X']",las partidas agrupadas en la columna 1,estén clasificados en las diferentes partidas de el capítulo correspondiente o enlas partidas agrupadas en la columna 1. Cuando en la lista existan normas diferentes aplicables a diferentes productos,"['AFP', 'AFS']",TRUE,def,M05_law_def
M05,Parties du même genre,computer_science,text_id i00133,"['los', 'datos', 'agrupados', 'en', 'la', 'estructura', 'de', 'almacenamiento', 'de']","['AMP', 'N5-MP', 'VC--PM', 'P', 'AFS', 'N5-FS', 'P', 'N5-MS', 'P']",los datos agrupados en la estructura de almacenamiento de,a proporcionar a los distintos usuarios finales « perspectivas » diferentes delos datos agrupados en la estructura de almacenamiento dedatos . Pelagatti y otros ( 1978 ) señalan que esto puede,"['AMP', 'AFS']",TRUE,def,M05_computer_science_def
M05,Parties du même genre,economy,text_id e00033,"['las', 'Cuentas', 'agrupadas', 'en', 'la', 'Cuenta_Global']","['AFP', 'N4666', 'VC--PF', 'P', 'AFS', 'N4666']",las Cuentas agrupadas en la Cuenta_Global,", se incluyen en el cálculo conjunto todos los Contratos de todaslas Cuentas agrupadas en la Cuenta_Global. #tf# MEFF RENTA_FIJA pondrá a disposición de cada Miembro el detalle","['AFP', 'AFS']",TRUE,def,M05_economy_def
M05,Parties du même genre,environment,text_id a00294,"['los', 'jóvenes', 'están', 'agrupados', 'en', 'las', 'aulas', 'en_torno_a', 'un', 'profesor']","['AMP', 'N5-6P', 'VDR3P-', 'VC--PM', 'P', 'AFP', 'N5-FP', 'D', 'J6--MS', 'N5-MS']",los jóvenes están agrupados en las aulas en_torno_a un profesor,maleabilidad de las actuaciones a esa edad y el hecho de quelos jóvenes están agrupados en las aulas en_torno_a un profesorhace técnicamente más fácil la introducción de la EA . Como es,"['AMP', 'AFP']",TRUE,def,M05_environment_def
M05,Parties du même genre,medicine,text_id m00027,"['las', 'rickettsiosis', 'humanas', 'más', 'frecuentes', 'están', 'agrupados', 'en', 'los', 'géneros', 'Rickettsia']","['AFP', 'N5-F6', 'N5-FP', 'D', 'JQ--6P', 'VDR3P-', 'VC--PM', 'P', 'AMP', 'N5-MP', 'N5-FS']",las rickettsiosis humanas más frecuentes están agrupados en los géneros Rickettsia,"en su totalidad en un artrópodo vector . Los agentes etiológicos delas rickettsiosis humanas más frecuentes están agrupados en los géneros Rickettsia, Coxiella , Rochalimaea ( recientemente incorporadas a el género Bartonella )","['AFP', 'AMP']",TRUE,def,M05_medicine_def
M06,Parties du même genre,computer_science,text_id i00012,"['la', 'base', 'de', 'datos', 'es', 'el', 'conjunto', 'de', 'los', 'temas', 'o', 'entidades', 'sobre']","['AFS', 'N5-FS', 'P', 'N5-MP', 'VDR3S-', 'AMS', 'N5-MS', 'P', 'AMP', 'N5-6P', 'C', 'N5-FP', 'P']",la base de datos es el conjunto de los temas o entidades sobre,de datos Una descripción funcional de el sistema . El dominio dela base de datos es el conjunto de los temas o entidades sobrelos que mantiene información la base de datos . Como todo dominio,"['AFS', 'AMS', 'AMP']",TRUE,def,M06_computer_science_def
M06,Parties du même genre,law,text_id d00111,"['la', 'base', 'de', 'el', 'sondeo', 'será', 'el', 'conjunto', 'de', 'las', 'expediciones']","['AFS', 'N5-FS', 'P', 'AMS', 'N5-MS', 'VDU3S-', 'AMS', 'N5-MS', 'P', 'AFP', 'N5-FP']",la base de el sondeo será el conjunto de las expediciones,"A_efectos_de la aplicación de el segundo guión de el apartado 1 ,la base de el sondeo será el conjunto de las expedicionesque pasen por un puesto fronterizo , presentadas en una aduana o","['AFS', 'AMS', 'AMS', 'AFP']",TRUE,def,M06_law_def
M06,Parties du même genre,linguistics,text_id l00361,"['la', 'intensión', 'conceptual', 'es', 'el', 'conjunto', 'de', 'las', 'características', 'de', 'un', 'concepto']","['AFS', 'N5-FS', 'JQ--6S', 'VDR3S-', 'AMS', 'N5-MS', 'P', 'AFP', 'N5-FP', 'P', 'J6--MS', 'N5-MS']",la intensión conceptual es el conjunto de las características de un concepto,"de el signo . Intensión conceptual Tal_y_como ya se ha establecido ,la intensión conceptual es el conjunto de las características de un concepto. Ejemplo : las principales características técnicas de el concepto lámpara incandescente","['AFS', 'AMS', 'AFP']",TRUE,def,M06_linguistics_def
M06,Parties du même genre,medicine,text_id m00547,"['la', 'cultura', 'es', 'el', 'conjunto', 'de', 'los', 'comportamientos', 'humanos', 'y', 'sus']","['AFS', 'N5-FS', 'VDR3S-', 'AMS', 'N5-MS', 'P', 'AMP', 'N5-MP', 'JQ--MP', 'C', 'JP636P']",la cultura es el conjunto de los comportamientos humanos y sus,", sin ir más lejos , encontré en el diccionario Webster :la cultura es el conjunto de los comportamientos humanos y susproductos , como los pensamientos , las palabras , las acciones y","['AFS', 'AMS', 'AMP']",TRUE,def,M06_medicine_def
M06,Parties du même genre,environment,text_id a00025,"['el', 'factor', 'xxx', 'es', 'el', 'conjunto', 'de', 'las', 'correcciones']","['AMS', 'N5-MS', 'W', 'VDR3S-', 'AMS', 'N5-MS', 'P', 'AFP', 'N5-FP']",el factor xxx es el conjunto de las correcciones,"obtener se exactamente por la igualdad : xxx , en el queel factor xxx es el conjunto de las correcciones, según los casos : xxx . De altitud de el lugar","['AMS', 'AMS', 'AFP']",TRUE,def,M06_environment_def
M06,Parties du même genre,economy,text_id e00142,"['el', 'conjunto', 'imagen', 'es', 'el', 'conjunto', 'de', 'los', 'productos', 'y', 'la', 'regla']","['AMS', 'N5-MS', 'N5-FS', 'VDR3S-', 'AMS', 'N5-MS', 'P', 'AMP', 'N5-MP', 'C', 'AFS', 'N5-FS']",el conjunto imagen es el conjunto de los productos y la regla,"El conjunto origen es el conjunto de los factores de producción ,el conjunto imagen es el conjunto de los productos y la reglade asociación es la que resulta de asociar los factores con los","['AMS', 'AMS', 'AMP', 'AFS']",TRUE,def,M06_economy_def
M06,Parties du même genre,general,text_id g20755,"['El', 'problema', 'es', 'de', 'el', 'conjunto', 'de', 'el', 'fútbol', 'profesional', 'con', 'una']","['AMS', 'N5-MS', 'VDR3S-', 'P', 'AMS', 'N5-MS', 'P', 'AMS', 'N5-MS', 'JQ--6S', 'P', 'E6--FS']",El problema es de el conjunto de el fútbol profesional con una,estúpido . Plantear lo de este modo es esquivar el asunto .El problema es de el conjunto de el fútbol profesional con unaparte de los hinchas que llenan los estadios . Mientras no seasuma,"['AMS', 'AMS', 'AMS', 'E6--FS']",FALSE,mix,M06_general_mix
M06,Parties du même genre,general,text_id g00160,"['La', 'naturaleza', 'en', 'Aristóteles', 'es', 'el', 'conjunto', 'de', 'los', 'seres', 'vivos']","['AFS', 'N5-FS', 'P', 'N4666', 'VDR3S-', 'AMS', 'N5-MS', 'P', 'AMP', 'N5-MP', 'JQ--MP']",La naturaleza en Aristóteles es el conjunto de los seres vivos,de la física . Y antes_que nada cabe aclarar algunos conceptos .La naturaleza en Aristóteles es el conjunto de los seres vivos. Que son todos los que tienen en sí mismos el principio,"['AFS', 'AMS', 'AMP']",FALSE,def,M06_general_def
M07,Parties du même genre,general,text_id g20388,"['agar', ':', 'Gelificantes', 'de', 'la', 'familia', 'de', 'los', 'hidrocoloides']","['N5-MS', 'Z', 'N5-FP', 'P', 'AFS', 'N5-FS', 'P', 'AMP', 'N5-MP']",agar : Gelificantes de la familia de los hidrocoloides,"tengo nada que ver con ninguna de ellas . - Agar -agar : Gelificantes de la familia de los hidrocoloides. Vale que suena a rollo , pero de_vez_en_cuando no va mal","['AFS', 'AMP']",FALSE,def,M07_general_def
M07,Parties du même genre,law,text_id d00156,"['continuación', ':', 'Los', 'miembros', 'de', 'la', 'familia', 'de', 'el', 'trabajador', 'mencionados', 'en', 'la']","['N5-FS', 'Z', 'AMP', 'N5-MP', 'P', 'AFS', 'N5-FS', 'P', 'AMS', 'N5-MS', 'VC--PM', 'P', 'AFS']",continuación : Los miembros de la familia de el trabajador mencionados en la,"respecto_de los nacionales españoles , en las condiciones que se indican acontinuación : Los miembros de la familia de el trabajador mencionados en laletra a) de el apartado 1 de el artículo 10 de dicho","['AMP', 'AFS', 'AMS', 'AFS']",TRUE,def,M07_law_def
M07,Parties du même genre,medicine,text_id m00815,"['el', 'cáncer', 'de', 'vejiga', 'son', ':', 'Alteraciones', 'en', 'la', 'familia', 'de', 'el', 'gen', 'H-RAS']","['AMS', 'N5-MS', 'P', 'N5-FS', 'VDR3P-', 'Z', 'N5-FP', 'P', 'AFS', 'N5-FS', 'P', 'AMS', 'N5-MS', 'N4666']",el cáncer de vejiga son : Alteraciones en la familia de el gen H-RAS,Oncogenes y Protooncogenes . Los principales oncogenes que se han asociado conel cáncer de vejiga son : Alteraciones en la familia de el gen H-RAS. El 10 % a 16 % de los tumores vesicales transicionales,"['AMS', 'AFS', 'AMS']",TRUE,def,M07_medicine_def
M07,Parties du même genre,medicine,text_id m00547,"['el', 'diccionario', 'Webster', ':', 'la', 'cultura', 'es', 'el', 'conjunto', 'de', 'los', 'comportamientos', 'humanos', 'y', 'sus']","['AMS', 'N5-MS', 'N4666', 'Z', 'AFS', 'N5-FS', 'VDR3S-', 'AMS', 'N5-MS', 'P', 'AMP', 'N5-MP', 'JQ--MP', 'C', 'JP636P']",el diccionario Webster : la cultura es el conjunto de los comportamientos humanos y sus,"mejor que la que , sin ir más lejos , encontré enel diccionario Webster : la cultura es el conjunto de los comportamientos humanos y susproductos , como los pensamientos , las palabras , las acciones y","['AMS', 'AFS', 'AMS', 'AMP']",TRUE,def,M07_medicine_def
